销售订单行号,产品编码,母件编码,子件编码,产生阶段,定额
2021055399-60,8000252211,8000032873,8000001353,套塑子工序,1
2021055399-60,8000252211,8000032873,8000001389,套塑子工序,1
2021055399-60,8000252211,8000032873,8000001377,套塑子工序,1
2021055399-60,8000252211,8000032873,8000224617,套塑子工序,0.102218
2021055399-60,8000252211,8000032873,8000224609,套塑子工序,2.916104
2021055399-60,8000252211,8000032873,8000001329,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001401,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001293,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001353,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001389,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001329,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001341,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001269,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001377,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001281,套塑子工序,1
2021055399-60,8000252211,8000032876,8000224609,套塑子工序,2.916104
2021055399-60,8000252211,8000032876,8000225972,套塑子工序,1.71649
2021055399-60,8000252211,8000032876,8000283277,套塑子工序,0.102218
2021055399-60,8000252211,8000032876,8000001305,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001317,套塑子工序,1
2021055399-60,8000252211,8000032876,8000001365,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001401,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001281,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001293,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001389,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001329,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001317,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001269,套塑子工序,1
2021055399-60,8000252211,8000032870,8000283271,套塑子工序,0.102218
2021055399-60,8000252211,8000032870,8000001353,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001377,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001365,套塑子工序,1
2021055399-60,8000252211,8000032870,8000001341,套塑子工序,1
2021055399-60,8000252211,8000032870,8000225972,套塑子工序,1.71649
2021055399-60,8000252211,8000032870,8000001305,套塑子工序,1
2021055399-60,8000252211,8000032870,8000224609,套塑子工序,2.916104
2021055399-60,8000252211,8000032869,8000283270,套塑子工序,0.102218
2021055399-60,8000252211,8000032869,8000001317,套塑子工序,1
2021055399-60,8000252211,8000032869,8000001365,套塑子工序,1
2021055399-60,8000252211,8000032869,8000224609,套塑子工序,2.916104
2021055399-60,8000252211,8000032869,8000001389,套塑子工序,1
2021055399-60,8000252211,8000032869,8000001341,套塑子工序,1
2021055399-60,8000252211,8000032869,8000001269,套塑子工序,1
2021055399-60,8000252211,8000032869,8000001305,套塑子工序,1
2021055399-60,8000252211,8000032869,8000001281,套塑子工序,1
2021055399-60,8000252211,8000032869,8000001377,套塑子工序,1
2021055399-60,8000252211,8000032869,8000001293,套塑子工序,1
2021055399-60,8000252211,8000032869,8000001329,套塑子工序,1
2021055399-60,8000252211,8000032869,8000225972,套塑子工序,1.71649
2021055399-60,8000252211,8000032869,8000001401,套塑子工序,1
2021055399-60,8000252211,8000032869,8000001353,套塑子工序,1
2021055399-60,8000252211,8000032875,8000001401,套塑子工序,1
2021055399-60,8000252211,8000032875,8000001329,套塑子工序,1
2021055399-60,8000252211,8000032875,8000001377,套塑子工序,1
2021055399-60,8000252211,8000032875,8000001293,套塑子工序,1
2021055399-60,8000252211,8000032875,8000283276,套塑子工序,0.102218
2021055399-60,8000252211,8000032875,8000001341,套塑子工序,1
2021055399-60,8000252211,8000032875,8000224609,套塑子工序,2.916104
2021055399-60,8000252211,8000032875,8000001317,套塑子工序,1
2021055399-60,8000252211,8000032875,8000001269,套塑子工序,1
2021055399-60,8000252211,8000032875,8000001305,套塑子工序,1
2021055399-60,8000252211,8000032875,8000225972,套塑子工序,1.71649
2021055399-60,8000252211,8000032875,8000001281,套塑子工序,1
2021055399-60,8000252211,8000032875,8000001389,套塑子工序,1
2021055399-60,8000252211,8000032875,8000001365,套塑子工序,1
2021055399-60,8000252211,8000032875,8000001353,套塑子工序,1
2021055399-60,8000252211,8000032874,8000224609,套塑子工序,2.916104
2021055399-60,8000252211,8000032874,8000001305,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001389,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001329,套塑子工序,1
2021055399-60,8000252211,8000032874,8000225972,套塑子工序,1.71649
2021055399-60,8000252211,8000032874,8000001269,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001281,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001353,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001341,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001377,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001365,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001401,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001317,套塑子工序,1
2021055399-60,8000252211,8000032874,8000001293,套塑子工序,1
2021055399-60,8000252211,8000051758,8000223854,加强件子工序,1
2021055399-60,8000252211,8000051758,8000224419,加强件子工序,8.604762
2021055399-10,8000254633,8000254633,8000283700,外护子工序,59.865
2021055399-10,8000254633,8000254633,8000232616,外护子工序,0.49
2021055399-10,8000254633,8000254633,8000289317,外护子工序,1.402
2021055399-10,8000254633,8000254633,8000055112,外护子工序,1.026
2021055399-10,8000254633,8000254633,8000277664,外护子工序,29.12
2021055399-10,8000254633,8000055112,8000283379,成缆子工序,0.194932
2021055399-10,8000254633,8000055112,8000239096,成缆子工序,0.500975
2021055399-10,8000254633,8000055112,8000223849,成缆子工序,1.023392
2021055399-10,8000254633,8000055112,8000232447,成缆子工序,2.000975
2021055399-10,8000254633,8000055112,8000031594,成缆子工序,1
2021055399-10,8000254633,8000031594,8000001293,套塑子工序,1
2021055399-10,8000254633,8000031594,8000001305,套塑子工序,1
2021055399-10,8000254633,8000031594,8000001269,套塑子工序,1
2021055399-10,8000254633,8000031594,8000001317,套塑子工序,1
2021055399-10,8000254633,8000031594,8000001281,套塑子工序,1
2021055399-10,8000254633,8000031594,8000001329,套塑子工序,1
2021055399-10,8000254633,8000031594,8000224609,套塑子工序,2.704678
2021055399-10,8000254633,8000031594,8000283270,套塑子工序,0.094542
2021055399-10,8000254633,8000031594,8000225972,套塑子工序,1.435673
2021055399-10,8000254633,8000001293,8000225739,着色子工序,0.005848
2021055399-10,8000254633,8000001293,8000000002,着色子工序,1
2021055399-10,8000254633,8000001305,8000225740,着色子工序,0.005848
2021055399-10,8000254633,8000001305,8000000002,着色子工序,1
2021055399-10,8000254633,8000001269,8000000002,着色子工序,1
2021055399-10,8000254633,8000001269,8000225737,着色子工序,0.005848
2021055399-10,8000254633,8000001317,8000000002,着色子工序,1
2021055399-10,8000254633,8000001317,8000225741,着色子工序,0.005848
2021055399-10,8000254633,8000001281,8000225738,着色子工序,0.005848
2021055399-10,8000254633,8000001281,8000000002,着色子工序,1
2021055399-10,8000254633,8000001329,8000225742,着色子工序,0.005848
2021055399-10,8000254633,8000001329,8000000002,着色子工序,1
2021050424-10,8000269602,8000269602,8000270558,外护子工序,1
2021050424-10,8000269602,8000269602,8000281692,外护子工序,53.544
2021050424-10,8000269602,8000269602,8000237152,外护子工序,177.44
2021050424-10,8000269602,8000270558,8000224419,内护子工序,44.307
2021050424-10,8000269602,8000270558,8000258325,内护子工序,18.325
2021050424-10,8000269602,8000270558,8000270355,内护子工序,1.026
2021050424-10,8000269602,8000270558,8000225974,内护子工序,16.214
2021050424-10,8000269602,8000270355,8000030245,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000030246,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000030253,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000030250,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000030255,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000030248,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000275219,二次成缆子工序,0.18616
2021050424-10,8000269602,8000270355,8000239089,二次成缆子工序,0.362573
2021050424-10,8000269602,8000270355,8000030249,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000030254,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000030251,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000030247,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000270999,二次成缆子工序,0.999025
2021050424-10,8000269602,8000270355,8000030244,二次成缆子工序,1
2021050424-10,8000269602,8000270355,8000030252,二次成缆子工序,1
2021050424-10,8000269602,8000030245,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030245,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030245,8000225972,套塑子工序,1.08577
2021050424-10,8000269602,8000030245,8000224609,套塑子工序,2.232943
2021050424-10,8000269602,8000030245,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030245,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030245,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030245,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030245,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030245,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030245,8000283271,套塑子工序,0.077973
2021050424-10,8000269602,8000030245,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030245,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030245,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030245,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030246,8000225972,套塑子工序,1.08577
2021050424-10,8000269602,8000030246,8000283272,套塑子工序,0.077973
2021050424-10,8000269602,8000030246,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030246,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030246,8000224609,套塑子工序,2.232943
2021050424-10,8000269602,8000030246,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030253,8000283279,套塑子工序,0.077973
2021050424-10,8000269602,8000030253,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030253,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030253,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030253,8000224609,套塑子工序,2.232943
2021050424-10,8000269602,8000030253,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030253,8000225972,套塑子工序,1.08577
2021050424-10,8000269602,8000030253,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030253,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030253,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030253,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030253,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030253,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030253,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030253,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030250,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030250,8000283276,套塑子工序,0.077973
2021050424-10,8000269602,8000030250,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030250,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030250,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030250,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030250,8000225972,套塑子工序,1.08577
2021050424-10,8000269602,8000030250,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030250,8000224609,套塑子工序,2.232943
2021050424-10,8000269602,8000030250,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030250,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030250,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030250,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030250,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030250,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030255,8000225972,套塑子工序,1.08577
2021050424-10,8000269602,8000030255,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030255,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030255,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030255,8000224609,套塑子工序,2.232943
2021050424-10,8000269602,8000030255,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030255,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030255,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030255,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030255,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030255,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030255,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030255,8000224624,套塑子工序,0.077973
2021050424-10,8000269602,8000030255,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030255,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030248,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030248,8000224609,套塑子工序,2.173659
2021050424-10,8000269602,8000030248,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030248,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030248,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030248,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030248,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030248,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030248,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030248,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030248,8000224617,套塑子工序,0.076098
2021050424-10,8000269602,8000030248,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030248,8000225972,套塑子工序,1.118049
2021050424-10,8000269602,8000030248,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030248,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030249,8000224609,套塑子工序,2.173659
2021050424-10,8000269602,8000030249,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030249,8000225972,套塑子工序,1.118049
2021050424-10,8000269602,8000030249,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030249,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030254,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030254,8000225972,套塑子工序,1.08577
2021050424-10,8000269602,8000030254,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030254,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030254,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030254,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030254,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030254,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030254,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030254,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030254,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030254,8000224609,套塑子工序,2.232943
2021050424-10,8000269602,8000030254,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030254,8000224623,套塑子工序,0.077973
2021050424-10,8000269602,8000030254,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030251,8000283277,套塑子工序,0.077973
2021050424-10,8000269602,8000030251,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030251,8000225972,套塑子工序,1.08577
2021050424-10,8000269602,8000030251,8000224609,套塑子工序,2.232943
2021050424-10,8000269602,8000030251,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030251,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030247,8000225972,套塑子工序,1.08577
2021050424-10,8000269602,8000030247,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030247,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030247,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030247,8000283273,套塑子工序,0.077973
2021050424-10,8000269602,8000030247,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030247,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030247,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030247,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030247,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030247,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030247,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030247,8000224609,套塑子工序,2.232943
2021050424-10,8000269602,8000030247,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030247,8000001377,套塑子工序,1
2021050424-10,8000269602,8000270999,8000030247,成缆子工序,1
2021050424-10,8000269602,8000270999,8000030250,成缆子工序,1
2021050424-10,8000269602,8000270999,8000030246,成缆子工序,1
2021050424-10,8000269602,8000270999,8000030244,成缆子工序,1
2021050424-10,8000269602,8000270999,8000030252,成缆子工序,1
2021050424-10,8000269602,8000270999,8000030249,成缆子工序,1
2021050424-10,8000269602,8000270999,8000239089,成缆子工序,0.372683
2021050424-10,8000269602,8000270999,8000030245,成缆子工序,1
2021050424-10,8000269602,8000270999,8000275219,成缆子工序,0.181463
2021050424-10,8000269602,8000270999,8000051867,成缆子工序,1.025
2021050424-10,8000269602,8000270999,8000030251,成缆子工序,1
2021050424-10,8000269602,8000270999,8000030248,成缆子工序,1
2021050424-10,8000269602,8000270999,8000225974,成缆子工序,9.847805
2021050424-10,8000269602,8000030244,8000001329,套塑子工序,1
2021050424-10,8000269602,8000030244,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030244,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030244,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030244,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030244,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030244,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030244,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030244,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030244,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030244,8000283270,套塑子工序,0.077973
2021050424-10,8000269602,8000030244,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030244,8000225972,套塑子工序,1.08577
2021050424-10,8000269602,8000030244,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030244,8000224609,套塑子工序,2.232943
2021050424-10,8000269602,8000030252,8000001317,套塑子工序,1
2021050424-10,8000269602,8000030252,8000001293,套塑子工序,1
2021050424-10,8000269602,8000030252,8000001353,套塑子工序,1
2021050424-10,8000269602,8000030252,8000001365,套塑子工序,1
2021050424-10,8000269602,8000030252,8000001389,套塑子工序,1
2021050424-10,8000269602,8000030252,8000224609,套塑子工序,2.173659
2021050424-10,8000269602,8000030252,8000001305,套塑子工序,1
2021050424-10,8000269602,8000030252,8000001377,套塑子工序,1
2021050424-10,8000269602,8000030252,8000225972,套塑子工序,1.118049
2021050424-10,8000269602,8000030252,8000283278,套塑子工序,0.076098
2021050424-10,8000269602,8000030252,8000001281,套塑子工序,1
2021050424-10,8000269602,8000030252,8000001341,套塑子工序,1
2021050424-10,8000269602,8000030252,8000001269,套塑子工序,1
2021050424-10,8000269602,8000030252,8000001401,套塑子工序,1
2021050424-10,8000269602,8000030252,8000001329,套塑子工序,1
2021050424-10,8000269602,8000001401,8000225748,着色子工序,0.005848
2021050424-10,8000269602,8000001401,8000000002,着色子工序,1
2021050424-10,8000269602,8000001281,8000000002,着色子工序,1
2021050424-10,8000269602,8000001281,8000225738,着色子工序,0.005848
2021050424-10,8000269602,8000001269,8000225737,着色子工序,0.005854
2021050424-10,8000269602,8000001269,8000000002,着色子工序,1
2021050424-10,8000269602,8000001317,8000225741,着色子工序,0.005848
2021050424-10,8000269602,8000001317,8000000002,着色子工序,1
2021050424-10,8000269602,8000001353,8000000002,着色子工序,1
2021050424-10,8000269602,8000001353,8000225744,着色子工序,0.005854
2021050424-10,8000269602,8000001389,8000000002,着色子工序,1
2021050424-10,8000269602,8000001389,8000225747,着色子工序,0.005848
2021050424-10,8000269602,8000001377,8000000002,着色子工序,1
2021050424-10,8000269602,8000001377,8000225746,着色子工序,0.005848
2021050424-10,8000269602,8000001341,8000225743,着色子工序,0.005848
2021050424-10,8000269602,8000001341,8000000002,着色子工序,1
2021050424-10,8000269602,8000001329,8000000002,着色子工序,1
2021050424-10,8000269602,8000001329,8000225742,着色子工序,0.005848
2021050424-10,8000269602,8000001305,8000000002,着色子工序,1
2021050424-10,8000269602,8000001305,8000225740,着色子工序,0.005848
2021050424-10,8000269602,8000001293,8000225739,着色子工序,0.005854
2021050424-10,8000269602,8000001293,8000000002,着色子工序,1
2021050424-10,8000269602,8000001365,8000000002,着色子工序,1
2021050424-10,8000269602,8000001365,8000225745,着色子工序,0.005848
2021050424-10,8000269602,8000051867,8000224419,加强件子工序,0.072586
2021050424-10,8000269602,8000051867,8000222321,加强件子工序,0.372026
2021050424-20,8000269602,8000269602,8000281692,外护子工序,53.544
2021050424-20,8000269602,8000269602,8000270558,外护子工序,1
2021050424-20,8000269602,8000269602,8000237152,外护子工序,177.44
2021050424-20,8000269602,8000270558,8000225974,内护子工序,16.214
2021050424-20,8000269602,8000270558,8000258325,内护子工序,18.325
2021050424-20,8000269602,8000270558,8000270355,内护子工序,1.026
2021050424-20,8000269602,8000270558,8000224419,内护子工序,44.307
2021050424-20,8000269602,8000270355,8000239089,二次成缆子工序,0.373294
2021050424-20,8000269602,8000270355,8000275219,二次成缆子工序,6.54386
2021050424-20,8000269602,8000270355,8000030251,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030249,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030247,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030245,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030254,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030250,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030248,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030246,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000270999,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030244,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030252,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030255,二次成缆子工序,1
2021050424-20,8000269602,8000270355,8000030253,二次成缆子工序,1
2021050424-20,8000269602,8000030251,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030251,8000225972,套塑子工序,1.08577
2021050424-20,8000269602,8000030251,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030251,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030251,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030251,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030251,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030251,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030251,8000283277,套塑子工序,0.077973
2021050424-20,8000269602,8000030251,8000224609,套塑子工序,2.232943
2021050424-20,8000269602,8000030251,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030251,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030251,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030251,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030251,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030249,8000224609,套塑子工序,2.17154
2021050424-20,8000269602,8000030249,8000225972,套塑子工序,1.116959
2021050424-20,8000269602,8000030249,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030249,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030247,8000283273,套塑子工序,0.076023
2021050424-20,8000269602,8000030247,8000224609,套塑子工序,2.17154
2021050424-20,8000269602,8000030247,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030247,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030247,8000225972,套塑子工序,1.116959
2021050424-20,8000269602,8000030247,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030245,8000224609,套塑子工序,2.232943
2021050424-20,8000269602,8000030245,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030245,8000225972,套塑子工序,1.08577
2021050424-20,8000269602,8000030245,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030245,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030245,8000283271,套塑子工序,0.077973
2021050424-20,8000269602,8000030254,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030254,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030254,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030254,8000224623,套塑子工序,0.077973
2021050424-20,8000269602,8000030254,8000001341,套塑子工序,1
