销售订单号,物料编码,子工序编码,时间单位,时间,产量,连续生产类别编码,设备编号,工作中心编码,换线时间,,,,,,,,,,,
2021040543-30,8000047764,A0020301,分,1,0.04,"G01030203,,,,蓝,6,72,",SC12,A00203,30,,,,,,,,,,,
2021040543-30,8000069340,A0020401,分,1,0.03,"G01030302,充油,,1+4,6,钢丝",ST13,A00204,30,,,,,,,,,,,
2021040543-30,8000069340,A0020401,分,1,0.03,"G01030302,充油,,1+4,6,钢丝",ST12,A00204,30,,,,,,,,,,,
2021040543-30,8000069340,A0020401,分,1,0.03,"G01030302,充油,,1+4,6,钢丝",ST11,A00204,30,,,,,,,,,,,
2021040543-30,8000047765,A0020301,分,1,0.04,"G01030203,,,,橙,6,72,",SC13,A00203,30,,,,,,,,,,,
2021040543-30,8000047765,A0020301,分,1,0.04,"G01030203,,,,橙,6,72,",SC12,A00203,30,,,,,,,,,,,
2021040543-30,8000195808,A0020601,分,1,0.03,"G01030605,GYDTZA,0,0.000,Y,1+4,/6,2.2",SH11,A00206,20,,,,,,,,,,,
2021040543-30,8000195808,A0020601,分,1,0.03,"G01030605,GYDTZA,0,0.000,Y,1+4,/6,2.2",SH07,A00206,20,,,,,,,,,,,
2021040543-30,8000195808,A0020601,分,1,0.03,"G01030605,GYDTZA,0,0.000,Y,1+4,/6,2.2",SH01,A00206,20,,,,,,,,,,,
2021040543-30,8000236288,A0020701,分,1,0.02,8000236288,CS05,A00207,20,,,,,,,,,,,
2021040543-30,8000236288,A0020701,分,1,0.02,8000236288,CS01,A00207,20,,,,,,,,,,,
2021040543-30,8000236288,A0020701,分,1,0.02,8000236288,FL07,A00207,20,,,,,,,,,,,
2021040543-30,8000236288,A0020701,分,1,0.02,8000236288,FL06,A00207,20,,,,,,,,,,,
2021040543-30,8000236288,A0020701,分,1,0.02,8000236288,FL05,A00207,20,,,,,,,,,,,
2021040543-30,8000236288,A0020701,分,1,0.02,8000236288,FL04,A00207,20,,,,,,,,,,,
2021040543-30,8000236288,A0020701,分,1,0.02,8000236288,FL03,A00207,20,,,,,,,,,,,
2021040543-30,8000236288,A0020701,分,1,0.02,8000236288,FL02,A00207,20,,,,,,,,,,,
2021040543-30,8000236288,A0020701,分,1,0.02,8000236288,FL01,A00207,20,,,,,,,,,,,
2021040543-30,8000051661,A0020701,分,1,0.1,8000051661,CS05,A00207,20,,,,,,,,,,,
2021040543-30,8000051661,A0020701,分,1,0.1,8000051661,CS01,A00207,20,,,,,,,,,,,
2021040543-30,8000051661,A0020701,分,1,0.1,8000051661,FL07,A00207,20,,,,,,,,,,,
2021040543-30,8000051661,A0020701,分,1,0.1,8000051661,FL06,A00207,20,,,,,,,,,,,
2021040543-30,8000051661,A0020701,分,1,0.1,8000051661,FL05,A00207,20,,,,,,,,,,,
2021040543-30,8000051661,A0020701,分,1,0.1,8000051661,FL04,A00207,20,,,,,,,,,,,
2021040543-30,8000051661,A0020701,分,1,0.1,8000051661,FL03,A00207,20,,,,,,,,,,,
2021040543-30,8000051661,A0020701,分,1,0.1,8000051661,FL02,A00207,20,,,,,,,,,,,
2021040543-30,8000051661,A0020701,分,1,0.1,8000051661,FL01,A00207,20,,,,,,,,,,,
2021040543-30,8000025584,A0020201,分,1,0.3,"G01030101,12",RB04,A00202,20,,,,,,,,,,,
2021040543-30,8000025584,A0020201,分,1,0.3,"G01030101,12",RB02,A00202,20,,,,,,,,,,,
2021040543-30,8000025584,A0020201,分,1,0.3,"G01030101,12",RB01,A00202,20,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.2,"G01030201,,,,橙,2,12,",SC19,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.3,"G01030201,,,,橙,2,12,",SC18,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.3,"G01030201,,,,橙,2,12,",SC17,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.3,"G01030201,,,,橙,2,12,",SC16,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.2,"G01030201,,,,橙,2,12,",SC15,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.25,"G01030201,,,,橙,2,12,",SC11,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.26,"G01030201,,,,橙,2,12,",SC10,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.26,"G01030201,,,,橙,2,12,",SC09,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.3,"G01030201,,,,橙,2,12,",SC08,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.3,"G01030201,,,,橙,2,12,",SC07,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.26,"G01030201,,,,橙,2,12,",SC06,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.3,"G01030201,,,,橙,2,12,",SC05,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.3,"G01030201,,,,橙,2,12,",SC04,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.3,"G01030201,,,,橙,2,12,",SC03,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.26,"G01030201,,,,橙,2,12,",SC02,A00203,30,,,,,,,,,,,
2021045592-20,8000030245,A0020301,分,1,0.26,"G01030201,,,,橙,2,12,",SC01,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.2,"G01030201,,,,蓝,2,12,",SC19,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.3,"G01030201,,,,蓝,2,12,",SC18,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.3,"G01030201,,,,蓝,2,12,",SC17,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.3,"G01030201,,,,蓝,2,12,",SC16,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.2,"G01030201,,,,蓝,2,12,",SC15,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.25,"G01030201,,,,蓝,2,12,",SC11,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.26,"G01030201,,,,蓝,2,12,",SC10,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.26,"G01030201,,,,蓝,2,12,",SC09,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.3,"G01030201,,,,蓝,2,12,",SC08,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.3,"G01030201,,,,蓝,2,12,",SC07,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.26,"G01030201,,,,蓝,2,12,",SC06,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.3,"G01030201,,,,蓝,2,12,",SC05,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.3,"G01030201,,,,蓝,2,12,",SC04,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.3,"G01030201,,,,蓝,2,12,",SC03,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.26,"G01030201,,,,蓝,2,12,",SC02,A00203,30,,,,,,,,,,,
2021045592-20,8000030244,A0020301,分,1,0.26,"G01030201,,,,蓝,2,12,",SC01,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.2,"G01030201,,,,绿,2,12,",SC19,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.3,"G01030201,,,,绿,2,12,",SC18,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.3,"G01030201,,,,绿,2,12,",SC17,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.3,"G01030201,,,,绿,2,12,",SC16,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.2,"G01030201,,,,绿,2,12,",SC15,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.25,"G01030201,,,,绿,2,12,",SC11,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.26,"G01030201,,,,绿,2,12,",SC10,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.26,"G01030201,,,,绿,2,12,",SC09,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.3,"G01030201,,,,绿,2,12,",SC08,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.3,"G01030201,,,,绿,2,12,",SC07,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.26,"G01030201,,,,绿,2,12,",SC06,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.3,"G01030201,,,,绿,2,12,",SC05,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.3,"G01030201,,,,绿,2,12,",SC04,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.3,"G01030201,,,,绿,2,12,",SC03,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.26,"G01030201,,,,绿,2,12,",SC02,A00203,30,,,,,,,,,,,
2021045592-20,8000030246,A0020301,分,1,0.26,"G01030201,,,,绿,2,12,",SC01,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.3,"G01030201,,,,棕,2,12,",SC16,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.2,"G01030201,,,,棕,2,12,",SC15,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.25,"G01030201,,,,棕,2,12,",SC11,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.26,"G01030201,,,,棕,2,12,",SC10,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.26,"G01030201,,,,棕,2,12,",SC09,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.3,"G01030201,,,,棕,2,12,",SC08,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.3,"G01030201,,,,棕,2,12,",SC07,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.26,"G01030201,,,,棕,2,12,",SC06,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.3,"G01030201,,,,棕,2,12,",SC05,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.3,"G01030201,,,,棕,2,12,",SC04,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.3,"G01030201,,,,棕,2,12,",SC03,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.26,"G01030201,,,,棕,2,12,",SC02,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.26,"G01030201,,,,棕,2,12,",SC01,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.2,"G01030201,,,,棕,2,12,",SC19,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.3,"G01030201,,,,棕,2,12,",SC18,A00203,30,,,,,,,,,,,
2021045592-20,8000030247,A0020301,分,1,0.3,"G01030201,,,,棕,2,12,",SC17,A00203,30,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH21,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH20,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH19,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH18,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH16,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH15,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH13,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH12,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH11,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH10,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH09,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH08,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH07,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH05,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH04,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH03,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH02,A00206,20,,,,,,,,,,,
2021045592-20,8000176816,A0020601,分,1,0.08,"G01030510,GYTS,0,0.000,N,1+5,/2,1.6",SH01,A00206,20,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.06,"G01030301,充油,,1+5,2,钢丝",ST19,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.06,"G01030301,充油,,1+5,2,钢丝",ST18,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.06,"G01030301,充油,,1+5,2,钢丝",ST17,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.06,"G01030301,充油,,1+5,2,钢丝",ST16,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.06,"G01030301,充油,,1+5,2,钢丝",ST15,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.06,"G01030301,充油,,1+5,2,钢丝",ST13,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.06,"G01030301,充油,,1+5,2,钢丝",ST12,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.06,"G01030301,充油,,1+5,2,钢丝",ST11,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST10,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST09,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST08,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST07,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST06,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST05,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST04,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST03,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST02,A00204,30,,,,,,,,,,,
2021045592-20,8000052391,A0020401,分,1,0.08,"G01030301,充油,,1+5,2,钢丝",ST01,A00204,30,,,,,,,,,,,
2021045592-20,8000051649,A0020701,分,1,0.16,8000051649,CS05,A00207,20,,,,,,,,,,,
2021045592-20,8000051649,A0020701,分,1,0.16,8000051649,CS01,A00207,20,,,,,,,,,,,
2021045592-20,8000051649,A0020701,分,1,0.16,8000051649,FL07,A00207,20,,,,,,,,,,,
2021045592-20,8000051649,A0020701,分,1,0.16,8000051649,FL06,A00207,20,,,,,,,,,,,
2021045592-20,8000051649,A0020701,分,1,0.16,8000051649,FL05,A00207,20,,,,,,,,,,,
2021045592-20,8000051649,A0020701,分,1,0.16,8000051649,FL04,A00207,20,,,,,,,,,,,
2021045592-20,8000051649,A0020701,分,1,0.16,8000051649,FL03,A00207,20,,,,,,,,,,,
2021045592-20,8000051649,A0020701,分,1,0.16,8000051649,FL02,A00207,20,,,,,,,,,,,
2021045592-20,8000051649,A0020701,分,1,0.16,8000051649,FL01,A00207,20,,,,,,,,,,,
2021045592-10,8000042730,A0020301,分,1,0.1,"G01030202,,,,本,3.6,24,1.5",SC19,A00203,30,,,,,,,,,,,
2021045592-10,8000042730,A0020301,分,1,0.12,"G01030202,,,,本,3.6,24,1.5",SC17,A00203,30,,,,,,,,,,,
2021045592-10,8000202745,A0020601,分,1,0.05,"G01031002,GYXTC8S,0,0.000,N,,/3.6,1.5",SH21,A00206,60,,,,,,,,,,,
2021045592-10,8000202745,A0020601,分,1,0.05,"G01031002,GYXTC8S,0,0.000,N,,/3.6,1.5",SH20,A00206,60,,,,,,,,,,,
2021045592-10,8000202745,A0020601,分,1,0.05,"G01031002,GYXTC8S,0,0.000,N,,/3.6,1.5",SH16,A00206,60,,,,,,,,,,,
2021045592-10,8000202745,A0020601,分,1,0.05,"G01031002,GYXTC8S,0,0.000,N,,/3.6,1.5",SH15,A00206,60,,,,,,,,,,,
2021045592-10,8000202745,A0020601,分,1,0.05,"G01031002,GYXTC8S,0,0.000,N,,/3.6,1.5",SH13,A00206,60,,,,,,,,,,,
2021045592-10,8000202745,A0020601,分,1,0.05,"G01031002,GYXTC8S,0,0.000,N,,/3.6,1.5",SH12,A00206,60,,,,,,,,,,,
2021045592-10,8000202745,A0020601,分,1,0.05,"G01031002,GYXTC8S,0,0.000,N,,/3.6,1.5",SH11,A00206,60,,,,,,,,,,,
2021045592-10,8000202745,A0020601,分,1,0.05,"G01031002,GYXTC8S,0,0.000,N,,/3.6,1.5",SH05,A00206,60,,,,,,,,,,,
2021050040-10,8000051135,A0020301,分,1,0.05,"G01030204,,,,本,6.7,72,1",SC12,A00203,30,,,,,,,,,,,
2021050040-10,8000197656,A0020601,分,1,0.05,"G01030801,GYDXTW,0,0.000,N,,/6.7,1.2",SH11,A00206,20,,,,,,,,,,,
2021050040-10,8000197656,A0020601,分,1,0.05,"G01030801,GYDXTW,0,0.000,N,,/6.7,1.2",SH10,A00206,20,,,,,,,,,,,
2021050040-10,8000197656,A0020601,分,1,0.05,"G01030801,GYDXTW,0,0.000,N,,/6.7,1.2",SH09,A00206,20,,,,,,,,,,,
2021050040-10,8000025584,A0020201,分,1,0.3,"G01030101,12",RB04,A00202,20,,,,,,,,,,,
2021050040-10,8000025584,A0020201,分,1,0.3,"G01030101,12",RB02,A00202,20,,,,,,,,,,,
2021050040-10,8000025584,A0020201,分,1,0.3,"G01030101,12",RB01,A00202,20,,,,,,,,,,,
2021050039-20,8000025584,A0020201,分,1,0.3,"G01030101,12",RB04,A00202,20,,,,,,,,,,,
2021050039-20,8000025584,A0020201,分,1,0.3,"G01030101,12",RB02,A00202,20,,,,,,,,,,,
2021050039-20,8000025584,A0020201,分,1,0.3,"G01030101,12",RB01,A00202,20,,,,,,,,,,,
2021050039-20,8000197656,A0020601,分,1,0.05,"G01030801,GYDXTW,0,0.000,N,,/6.7,1.2",SH11,A00206,20,,,,,,,,,,,
2021050039-20,8000197656,A0020601,分,1,0.05,"G01030801,GYDXTW,0,0.000,N,,/6.7,1.2",SH10,A00206,20,,,,,,,,,,,
2021050039-20,8000197656,A0020601,分,1,0.05,"G01030801,GYDXTW,0,0.000,N,,/6.7,1.2",SH09,A00206,20,,,,,,,,,,,
2021050039-20,8000051135,A0020301,分,1,0.05,"G01030204,,,,本,6.7,72,1",SC12,A00203,30,,,,,,,,,,,
2021050039-30,8000025584,A0020201,分,1,0.3,"G01030101,12",RB04,A00202,20,,,,,,,,,,,
2021050039-30,8000025584,A0020201,分,1,0.3,"G01030101,12",RB02,A00202,20,,,,,,,,,,,
2021050039-30,8000025584,A0020201,分,1,0.3,"G01030101,12",RB01,A00202,20,,,,,,,,,,,
2021050039-30,8000051305,A0020301,分,1,0.05,"G01030204,,,,本,8.8,144,1",SC12,A00203,30,,,,,,,,,,,
2021050039-30,8000197673,A0020601,分,1,0.05,"G01030801,GYDXTW,0,0.000,N,,/8.8,1.2",SH11,A00206,20,,,,,,,,,,,
2021050039-30,8000197673,A0020601,分,1,0.05,"G01030801,GYDXTW,0,0.000,N,,/8.8,1.2",SH10,A00206,20,,,,,,,,,,,
2021050039-30,8000197673,A0020601,分,1,0.05,"G01030801,GYDXTW,0,0.000,N,,/8.8,1.2",SH09,A00206,20,,,,,,,,,,,
2021050039-10,8000046865,A0020301,分,1,0.05,"G01030203,,,,橙,5.6,72,",SC15,A00203,30,,,,,,,,,,,
2021050039-10,8000046865,A0020301,分,1,0.05,"G01030203,,,,橙,5.6,72,",SC13,A00203,30,,,,,,,,,,,
2021050039-10,8000046865,A0020301,分,1,0.05,"G01030203,,,,橙,5.6,72,",SC12,A00203,30,,,,,,,,,,,
2021050039-10,8000046864,A0020301,分,1,0.05,"G01030203,,,,蓝,5.6,72,",SC15,A00203,30,,,,,,,,,,,
2021050039-10,8000046864,A0020301,分,1,0.05,"G01030203,,,,蓝,5.6,72,",SC13,A00203,30,,,,,,,,,,,
2021050039-10,8000046864,A0020301,分,1,0.05,"G01030203,,,,蓝,5.6,72,",SC12,A00203,30,,,,,,,,,,,
2021050039-10,8000051661,A0020701,分,1,0.1,8000051661,CS05,A00207,20,,,,,,,,,,,
2021050039-10,8000051661,A0020701,分,1,0.1,8000051661,CS01,A00207,20,,,,,,,,,,,
2021050039-10,8000051661,A0020701,分,1,0.1,8000051661,FL07,A00207,20,,,,,,,,,,,
2021050039-10,8000051661,A0020701,分,1,0.1,8000051661,FL06,A00207,20,,,,,,,,,,,
2021050039-10,8000051661,A0020701,分,1,0.1,8000051661,FL05,A00207,20,,,,,,,,,,,
2021050039-10,8000051661,A0020701,分,1,0.1,8000051661,FL04,A00207,20,,,,,,,,,,,
2021050039-10,8000051661,A0020701,分,1,0.1,8000051661,FL03,A00207,20,,,,,,,,,,,
2021050039-10,8000051661,A0020701,分,1,0.1,8000051661,FL02,A00207,20,,,,,,,,,,,
2021050039-10,8000051661,A0020701,分,1,0.1,8000051661,FL01,A00207,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH21,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH20,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH19,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH18,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH16,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH15,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH13,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH12,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH11,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH10,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH09,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH08,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH07,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH05,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH04,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH03,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH02,A00206,20,,,,,,,,,,,
2021050039-10,8000189736,A0020601,分,1,0.02,"G01030601,GYDTA,0,0.000,N,1+4,/5.6,1.95",SH01,A00206,20,,,,,,,,,,,
2021050039-10,8000046866,A0020301,分,1,0.05,"G01030203,,,,绿,5.6,72,",SC15,A00203,30,,,,,,,,,,,
2021050039-10,8000046866,A0020301,分,1,0.05,"G01030203,,,,绿,5.6,72,",SC13,A00203,30,,,,,,,,,,,
2021050039-10,8000046866,A0020301,分,1,0.05,"G01030203,,,,绿,5.6,72,",SC12,A00203,30,,,,,,,,,,,
2021050039-10,8000046867,A0020301,分,1,0.05,"G01030203,,,,棕,5.6,72,",SC15,A00203,30,,,,,,,,,,,
2021050039-10,8000046867,A0020301,分,1,0.05,"G01030203,,,,棕,5.6,72,",SC13,A00203,30,,,,,,,,,,,
2021050039-10,8000046867,A0020301,分,1,0.05,"G01030203,,,,棕,5.6,72,",SC12,A00203,30,,,,,,,,,,,
2021050039-10,8000025584,A0020201,分,1,0.3,"G01030101,12",RB04,A00202,20,,,,,,,,,,,
2021050039-10,8000025584,A0020201,分,1,0.3,"G01030101,12",RB02,A00202,20,,,,,,,,,,,
2021050039-10,8000025584,A0020201,分,1,0.3,"G01030101,12",RB01,A00202,20,,,,,,,,,,,
2021050039-10,8000068980,A0020401,分,1,0.04,"G01030302,充油,,1+4,5.6,钢丝",ST13,A00204,30,,,,,,,,,,,
2021050039-10,8000068980,A0020401,分,1,0.04,"G01030302,充油,,1+4,5.6,钢丝",ST12,A00204,30,,,,,,,,,,,
